date,region,avg_temperature_c,precipitation_mm,co2_ppm,temperature_anomaly_c,humidity_percent
17-04-2011,Central,15.42,89.76,395.35,0.35,71.29
18-04-2011,South,22.83,85.55,393.36,0.18,40.94
19-04-2011,Central,11.44,65.28,396.34,-0.31,68.77
20-04-2011,East,11.90,51.51,393.32,-0.27,68.09
21-04-2011,Central,18.29,84.02,396.39,0.53,67.29
22-04-2011,West,9.07,76.17,394.95,0.02,56.18
23-04-2011,North,12.71,42.89,391.61,-0.03,71.59
24-04-2011,Central,17.62,26.81,393.18,0.23,69.69
25-04-2011,Central,12.70,52.79,391.63,0.05,62.48
26-04-2011,North,14.30,97.89,396.07,0.27,73.06
27-04-2011,West,18.22,88.66,394.29,0.18,63.85
28-04-2011,South,16.93,32.19,391.00,-0.12,71.35
29-04-2011,Central,16.31,30.81,394.91,0.09,63.49
30-04-2011,North,13.89,91.87,393.55,0.37,67.60
01-05-2011,East,16.72,31.61,392.14,0.26,71.90
02-05-2011,North,14.75,72.73,396.89,0.22,60.23
03-05-2011,East,17.07,44.60,394.54,0.82,50.19
04-05-2011,West,13.26,100.43,393.95,0.46,68.31
05-05-2011,South,14.51,40.74,393.80,0.50,79.27
06-05-2011,North,11.29,88.58,392.14,0.20,68.59
07-05-2011,Central,15.11,64.62,392.46,0.31,68.82
08-05-2011,West,12.00,66.30,396.36,0.12,64.49
09-05-2011,North,10.79,10.74,393.73,0.48,73.87
10-05-2011,Central,16.28,4.93,394.48,0.21,62.77
11-05-2011,North,16.10,54.49,391.39,0.31,59.55
12-05-2011,East,18.38,66.17,392.49,0.30,78.26
13-05-2011,North,13.52,31.87,395.39,0.24,58.63
14-05-2011,North,16.88,32.78,395.05,1.13,75.67
15-05-2011,North,17.45,74.04,397.12,0.05,78.27
16-05-2011,West,17.03,74.07,396.52,0.05,71.80
17-05-2011,North,11.95,56.56,394.16,0.46,50.01
18-05-2011,Central,15.85,79.51,395.23,0.07,65.33
19-05-2011,East,16.71,30.64,394.05,0.16,62.58
20-05-2011,East,15.28,51.10,397.62,-0.07,59.05
21-05-2011,North,6.91,101.20,396.27,0.40,66.71
22-05-2011,West,15.90,61.71,394.81,0.40,74.23
23-05-2011,West,24.10,63.16,394.86,0.16,59.50
24-05-2011,Central,13.81,117.65,396.74,0.47,62.94
25-05-2011,North,12.34,25.02,395.45,-0.30,62.11
26-05-2011,East,16.75,79.91,396.93,0.04,78.97
27-05-2011,West,16.51,101.60,391.31,0.20,61.91
28-05-2011,North,20.03,51.88,395.30,-0.10,50.19
29-05-2011,West,10.23,81.49,393.84,-0.27,46.12
30-05-2011,West,18.18,35.45,397.26,0.16,69.35
31-05-2011,East,17.62,42.83,396.96,0.47,55.87
01-06-2011,South,14.69,69.62,394.69,0.64,73.02
02-06-2011,Central,16.61,79.96,396.96,0.09,49.03
03-06-2011,Central,19.38,88.02,397.34,0.48,58.53
04-06-2011,East,18.75,99.24,394.78,0.45,49.03
05-06-2011,West,10.69,58.31,398.39,0.63,70.22
06-06-2011,North,18.54,89.84,394.64,0.16,72.79
07-06-2011,West,15.00,51.44,394.38,-0.28,69.06
08-06-2011,East,15.55,82.55,396.01,0.28,51.97
09-06-2011,Central,15.55,65.19,394.19,-0.04,56.05
10-06-2011,West,14.66,71.14,394.85,0.05,67.81
11-06-2011,Central,20.03,70.59,396.85,0.17,44.75
12-06-2011,North,14.93,19.88,394.77,0.16,62.11
13-06-2011,Central,10.79,31.90,392.21,0.31,83.20
14-06-2011,Central,13.69,62.56,395.31,0.48,62.84
15-06-2011,South,15.98,17.82,393.73,0.15,47.14
16-06-2011,South,20.18,80.78,396.08,0.38,57.71
17-06-2011,South,17.68,81.79,395.83,0.27,57.43
18-06-2011,Central,11.86,68.18,397.01,0.55,90.68
19-06-2011,East,25.21,31.97,396.17,0.21,84.99
20-06-2011,Central,16.33,94.50,396.45,0.24,73.77
21-06-2011,East,20.37,110.93,393.82,0.16,60.88
22-06-2011,East,14.66,63.68,396.04,0.22,79.41
23-06-2011,South,17.40,72.76,397.80,0.03,51.40
24-06-2011,West,18.63,65.04,393.82,0.00,77.92
25-06-2011,North,20.14,73.26,397.56,0.50,76.14
26-06-2011,South,19.50,57.01,394.05,-0.05,63.18
27-06-2011,South,18.76,59.14,393.60,0.18,78.67
28-06-2011,West,14.01,82.64,395.33,0.58,59.63
29-06-2011,North,12.99,118.64,395.97,0.17,49.82
30-06-2011,Central,16.60,25.00,396.27,0.52,76.74
01-07-2011,Central,19.01,57.40,393.47,0.10,63.98
02-07-2011,South,14.38,30.49,395.58,-0.04,72.22
03-07-2011,North,19.53,99.80,393.90,-0.20,86.85
04-07-2011,South,21.09,45.31,392.71,0.67,56.33
05-07-2011,East,11.61,23.92,393.56,-0.07,63.28
06-07-2011,South,11.93,75.95,393.83,0.50,83.84
07-07-2011,South,14.71,103.61,395.75,-0.02,73.02
08-07-2011,Central,16.51,76.59,396.71,0.67,56.60
09-07-2011,Central,13.18,65.12,392.78,0.94,53.54
10-07-2011,Central,20.69,70.23,395.52,-0.23,58.66
11-07-2011,East,16.97,95.37,393.24,-0.05,56.14
12-07-2011,Central,15.44,38.15,395.96,0.51,67.85
13-07-2011,North,9.54,57.20,394.09,0.43,65.94
14-07-2011,West,10.02,48.68,393.46,0.51,68.35
15-07-2011,North,16.40,30.80,396.24,0.11,54.91
16-07-2011,North,6.75,51.79,394.17,0.88,64.15
17-07-2011,Central,19.33,87.69,394.59,0.32,40.33
18-07-2011,West,14.65,74.17,391.74,-0.08,66.74
19-07-2011,West,28.25,76.11,396.50,0.21,79.11
20-07-2011,West,24.51,63.66,396.32,-0.08,47.90
21-07-2011,East,14.56,73.08,395.10,0.76,70.80
22-07-2011,Central,14.86,39.99,392.81,0.09,57.67
23-07-2011,West,19.27,52.26,396.93,0.43,74.63
24-07-2011,East,22.10,64.80,394.12,0.14,66.90
25-07-2011,South,8.73,66.94,394.45,0.10,69.86
26-07-2011,South,8.14,68.00,398.61,-0.29,65.78
27-07-2011,East,12.80,56.54,394.09,0.47,80.94
28-07-2011,East,17.62,50.56,396.27,0.68,69.17
29-07-2011,Central,17.27,138.94,396.01,0.01,56.53
30-07-2011,Central,19.57,82.67,395.76,-0.18,66.18
31-07-2011,South,10.49,70.33,395.61,0.53,60.57
01-08-2011,West,6.02,54.17,395.76,-0.21,66.95
02-08-2011,South,18.72,48.72,395.61,0.65,59.96
03-08-2011,West,11.98,56.73,395.13,0.02,56.88
04-08-2011,West,7.22,67.32,397.49,-0.04,67.39
05-08-2011,Central,15.87,12.99,393.26,0.37,65.67
06-08-2011,North,18.46,20.77,396.77,-0.02,77.77
07-08-2011,North,14.80,44.08,396.48,0.08,60.02
08-08-2011,East,13.46,65.18,396.30,0.40,41.23
09-08-2011,Central,14.66,54.02,396.94,-0.44,60.63
10-08-2011,West,13.81,96.95,395.14,0.79,45.48
11-08-2011,North,9.90,22.94,392.48,0.31,69.99
12-08-2011,West,12.44,41.22,395.18,-0.09,44.91
13-08-2011,North,17.38,98.00,393.82,-0.01,53.14
14-08-2011,North,16.58,63.28,394.21,0.59,60.65
15-08-2011,North,15.97,82.12,393.46,0.48,83.53
16-08-2011,Central,11.32,111.28,394.61,0.71,52.13
17-08-2011,South,14.57,42.65,394.44,0.09,65.15
18-08-2011,West,6.59,57.52,391.78,0.39,71.96
19-08-2011,Central,16.01,53.19,396.41,0.43,82.81
20-08-2011,Central,21.01,11.14,398.70,0.51,74.33
21-08-2011,Central,9.40,52.24,396.28,0.64,78.13
22-08-2011,Central,12.96,82.03,395.08,0.08,75.37
23-08-2011,Central,16.62,73.51,395.31,0.27,50.49
24-08-2011,East,20.31,75.48,394.77,0.12,69.32
25-08-2011,West,13.51,50.61,395.55,0.28,75.18
26-08-2011,Central,12.53,43.60,395.36,0.51,53.52
27-08-2011,West,7.43,91.73,394.17,-0.19,58.04
28-08-2011,East,15.72,47.57,397.96,0.63,55.36
29-08-2011,East,23.47,67.35,393.22,-0.04,74.27
30-08-2011,West,16.41,64.08,396.53,0.21,64.17
31-08-2011,North,15.21,96.54,395.31,0.68,61.15
01-09-2011,South,16.59,84.29,398.32,0.40,49.62
02-09-2011,North,15.26,27.62,395.99,0.41,64.19
03-09-2011,North,12.05,30.31,394.95,-0.05,58.19
04-09-2011,North,18.60,74.47,395.13,-0.01,67.92
05-09-2011,Central,16.21,58.39,395.57,0.59,51.28
06-09-2011,East,15.38,48.62,393.80,0.13,67.13
07-09-2011,North,11.41,85.39,394.38,0.16,59.73
08-09-2011,East,20.52,64.69,392.86,0.60,50.01
09-09-2011,West,17.97,61.31,394.16,-0.01,49.07
10-09-2011,South,13.10,79.50,395.69,0.39,50.88
11-09-2011,West,19.32,50.62,396.01,0.32,62.52
12-09-2011,West,13.32,99.21,392.60,0.31,66.45
13-09-2011,Central,12.18,40.30,395.38,0.15,68.24
14-09-2011,South,12.27,76.42,396.44,0.14,68.69
15-09-2011,West,8.23,95.85,395.35,-0.01,55.90
16-09-2011,West,17.20,25.57,394.66,0.46,77.70
17-09-2011,South,7.99,51.42,395.00,0.11,59.69
18-09-2011,South,10.40,88.56,394.81,0.60,70.40
19-09-2011,West,7.01,88.93,394.68,0.25,63.03
20-09-2011,South,14.97,55.71,395.90,0.00,69.51
21-09-2011,West,14.71,41.63,399.11,0.24,62.43
22-09-2011,West,14.01,83.90,394.55,0.19,69.72
23-09-2011,Central,11.14,89.59,395.19,0.62,64.91
24-09-2011,North,10.63,30.88,395.60,0.20,74.77
25-09-2011,West,17.17,29.90,394.66,0.23,55.18
26-09-2011,East,13.11,65.63,397.35,0.74,43.76
27-09-2011,North,16.58,75.73,392.15,0.47,53.32
28-09-2011,North,11.78,52.52,394.92,0.82,77.83
29-09-2011,North,16.04,76.98,396.95,0.70,63.15
30-09-2011,Central,20.53,42.25,395.29,0.05,66.10
01-10-2011,West,17.66,7.13,394.51,0.62,52.36
02-10-2011,Central,13.67,49.40,396.41,0.78,65.79
03-10-2011,West,16.35,61.58,397.12,0.78,52.73
04-10-2011,Central,14.36,53.10,396.09,0.62,54.49
05-10-2011,Central,15.35,31.03,394.58,0.61,60.17
06-10-2011,East,14.02,14.61,396.47,0.23,70.34
07-10-2011,Central,14.66,47.15,395.19,0.07,71.62
08-10-2011,South,16.17,82.44,396.92,0.22,71.95
09-10-2011,East,11.35,91.40,398.04,-0.18,45.94
10-10-2011,Central,11.26,89.69,391.92,0.73,64.92
11-10-2011,North,9.77,39.60,396.00,0.24,62.64
12-10-2011,South,8.92,31.16,393.24,0.71,46.61
13-10-2011,South,10.46,72.42,399.51,-0.04,65.19
14-10-2011,South,15.96,75.88,395.16,0.65,61.99
15-10-2011,East,11.75,70.00,396.99,0.18,71.14
16-10-2011,Central,17.38,9.65,395.83,-0.06,65.97
17-10-2011,Central,15.47,38.33,394.68,0.82,58.41
18-10-2011,North,7.45,59.26,394.51,0.66,76.11
19-10-2011,North,17.95,72.18,398.28,0.39,38.35
20-10-2011,South,18.57,79.18,397.35,0.34,64.23
21-10-2011,North,11.35,63.61,398.84,0.46,43.84
22-10-2011,East,17.01,68.27,396.02,0.39,54.05
23-10-2011,Central,11.90,62.12,396.37,0.09,71.30
24-10-2011,South,15.72,77.14,395.55,0.21,49.71
25-10-2011,North,10.27,67.82,395.53,0.92,47.92
26-10-2011,East,8.16,61.64,394.41,1.13,93.58
27-10-2011,East,13.80,53.29,396.10,0.80,48.69
28-10-2011,North,14.84,62.03,394.80,0.48,84.81
29-10-2011,Central,13.74,72.11,396.66,0.23,62.93
30-10-2011,North,10.60,66.69,396.26,0.09,58.70
31-10-2011,South,13.73,69.52,396.44,0.11,71.80
01-11-2011,North,16.41,93.57,398.53,0.17,81.04
02-11-2011,East,15.16,66.63,395.97,0.98,51.25
03-11-2011,North,16.07,43.78,397.18,0.88,58.88
04-11-2011,Central,12.66,82.09,399.13,0.56,75.16
05-11-2011,West,20.02,25.85,398.02,0.05,68.46
06-11-2011,North,10.63,32.96,397.80,0.60,78.22
07-11-2011,Central,17.29,68.40,395.62,0.27,71.18
08-11-2011,Central,20.07,72.91,396.43,-0.31,86.70
09-11-2011,East,17.26,28.87,394.12,0.42,67.14
10-11-2011,Central,14.53,50.43,396.85,0.09,67.66
11-11-2011,Central,13.23,44.85,396.52,0.10,68.86
12-11-2011,Central,19.48,47.83,396.16,0.26,63.29
13-11-2011,Central,9.65,83.59,397.67,0.19,75.18
14-11-2011,South,11.46,77.66,394.33,0.33,67.84
15-11-2011,South,13.75,59.52,398.60,0.32,74.46
16-11-2011,East,20.29,46.35,397.51,-0.22,76.33
17-11-2011,North,16.86,26.26,396.06,0.80,70.14
18-11-2011,Central,11.47,95.50,395.95,0.05,71.02
19-11-2011,North,14.10,74.80,396.91,0.06,52.88
20-11-2011,North,12.89,42.33,398.47,0.25,58.40
21-11-2011,East,12.51,77.99,396.35,0.31,75.12
22-11-2011,Central,19.26,58.24,396.43,0.78,82.08
23-11-2011,Central,9.86,52.82,396.25,0.43,41.71
24-11-2011,West,21.78,70.88,398.90,0.52,58.19
25-11-2011,North,18.66,41.46,395.68,0.43,65.28
26-11-2011,North,19.71,51.41,396.20,0.42,54.45
27-11-2011,South,13.50,63.04,398.45,0.44,55.13
28-11-2011,West,14.75,47.51,396.49,-0.23,70.70
29-11-2011,South,9.62,76.73,397.98,0.27,83.98
30-11-2011,South,13.25,106.73,394.92,0.70,40.62
01-12-2011,South,17.32,41.14,395.98,1.53,62.95
02-12-2011,East,20.53,18.37,398.53,-0.01,70.56
03-12-2011,East,10.92,9.96,395.30,0.48,74.36
04-12-2011,South,13.89,56.24,396.09,0.18,68.83
05-12-2011,West,14.75,43.42,396.71,0.97,86.14
06-12-2011,North,9.77,65.20,394.85,-0.05,65.35
07-12-2011,West,17.72,63.31,395.73,0.54,80.74
08-12-2011,Central,12.46,19.92,396.52,-0.07,57.24
09-12-2011,East,14.57,14.63,396.43,0.26,65.70
10-12-2011,North,13.55,67.40,398.29,0.34,50.45
11-12-2011,North,12.20,63.39,398.69,0.68,75.81
12-12-2011,Central,15.33,49.35,395.11,0.03,63.55
13-12-2011,Central,14.49,18.57,396.57,0.55,69.29
14-12-2011,South,13.87,71.78,397.42,0.36,61.24
15-12-2011,East,12.44,91.80,398.69,0.44,72.04
16-12-2011,East,16.64,66.95,397.51,0.64,69.77
17-12-2011,West,21.97,38.81,396.87,-0.03,53.06
18-12-2011,South,15.92,61.11,397.45,0.60,53.76
19-12-2011,South,19.34,25.85,397.46,0.19,64.67
20-12-2011,South,9.80,86.45,395.07,0.69,72.91
21-12-2011,South,15.99,62.05,396.76,0.46,87.35
22-12-2011,East,10.97,15.80,398.67,0.30,68.64
23-12-2011,East,9.45,52.48,396.18,0.18,77.09
24-12-2011,South,12.40,71.58,396.69,0.61,45.65
25-12-2011,West,20.13,51.67,396.14,0.74,89.16
26-12-2011,North,19.16,53.10,393.05,0.20,72.27
27-12-2011,North,16.33,29.39,396.56,0.02,64.40
28-12-2011,West,9.23,74.16,396.99,0.57,63.02
29-12-2011,South,14.58,43.79,395.78,-0.07,51.71
30-12-2011,East,16.57,6.09,394.82,-0.03,55.14
31-12-2011,North,16.07,50.72,395.24,0.05,87.93
01-01-2012,Central,7.99,84.53,397.72,0.24,53.13
02-01-2012,Central,11.80,50.33,399.54,-0.04,52.90
03-01-2012,West,15.11,103.45,398.66,-0.22,56.57
04-01-2012,South,17.51,70.72,394.58,0.03,50.62
05-01-2012,North,6.58,68.47,397.89,0.56,65.18
06-01-2012,South,14.72,56.79,395.62,-0.01,78.07
07-01-2012,North,15.94,58.29,395.75,0.27,57.67
08-01-2012,West,18.77,53.41,395.94,0.95,48.52
09-01-2012,West,18.14,52.44,397.70,0.35,68.50
10-01-2012,Central,17.70,73.27,398.09,0.47,64.33
11-01-2012,South,12.17,36.60,396.51,0.09,77.03
12-01-2012,Central,7.74,33.10,396.55,1.02,59.55
13-01-2012,South,13.80,31.92,397.38,0.21,61.88
14-01-2012,Central,19.38,111.14,397.54,0.30,63.21
15-01-2012,East,20.95,73.26,398.46,0.77,66.07
16-01-2012,East,18.21,67.61,394.78,0.32,60.29
17-01-2012,East,17.09,33.56,396.75,0.39,58.34
18-01-2012,East,16.89,75.58,395.12,0.29,42.80
19-01-2012,North,13.15,57.09,396.66,0.29,58.22
20-01-2012,East,14.85,65.35,396.40,0.49,73.58
21-01-2012,West,22.05,35.58,396.68,0.54,75.20
22-01-2012,West,11.61,64.01,395.56,0.18,59.35
23-01-2012,North,21.84,49.40,394.54,0.15,80.59
24-01-2012,East,14.09,40.86,393.64,0.19,64.66
25-01-2012,East,20.68,78.35,396.59,-0.04,48.95
26-01-2012,East,9.75,21.56,396.15,-0.10,45.17
27-01-2012,Central,17.72,74.12,395.79,0.47,79.62
28-01-2012,South,12.43,77.11,398.80,0.66,60.52
29-01-2012,Central,9.72,38.01,395.53,0.64,50.43
30-01-2012,South,16.25,39.49,398.96,-0.34,37.89
31-01-2012,East,19.42,54.42,399.28,0.31,60.25
01-02-2012,East,12.00,67.05,393.92,0.05,69.86
02-02-2012,Central,9.39,56.18,397.00,0.42,56.63
03-02-2012,Central,15.01,70.84,396.27,0.26,52.36
04-02-2012,South,15.03,104.07,392.51,0.56,58.41
05-02-2012,West,17.58,47.31,394.72,0.38,79.92
06-02-2012,South,19.18,17.12,398.06,-0.19,48.28
07-02-2012,Central,15.15,80.65,399.93,0.09,57.30
08-02-2012,Central,22.81,102.08,398.27,0.39,79.53
09-02-2012,North,16.28,69.82,397.41,0.41,70.93
10-02-2012,Central,14.00,32.81,396.90,-0.04,67.15
11-02-2012,North,8.94,56.90,399.46,-0.08,57.22
12-02-2012,West,14.34,32.04,400.17,0.40,65.37
13-02-2012,South,14.04,76.07,396.08,-0.03,58.55
14-02-2012,South,19.23,26.22,393.97,-0.11,54.69
15-02-2012,North,17.24,52.50,393.83,0.25,52.04
16-02-2012,South,10.67,34.89,398.97,0.24,74.41
17-02-2012,Central,16.08,63.17,396.92,0.13,64.28
18-02-2012,East,18.08,50.84,397.28,0.18,68.77
19-02-2012,North,21.50,64.42,394.33,0.39,66.82
20-02-2012,South,18.94,60.56,395.89,0.17,70.29
21-02-2012,North,18.43,35.33,396.59,0.41,61.94
22-02-2012,North,15.63,75.67,397.35,0.28,59.22
23-02-2012,East,16.94,58.78,396.45,0.44,55.22
24-02-2012,Central,20.39,35.29,395.50,0.66,48.03
25-02-2012,North,10.06,116.02,395.89,0.64,51.54
26-02-2012,South,14.00,71.91,398.89,0.78,60.61
27-02-2012,West,12.30,56.17,397.45,0.65,45.76
28-02-2012,North,16.91,95.38,398.01,0.47,48.41
29-02-2012,North,20.32,106.05,395.75,0.26,77.51
01-03-2012,East,13.01,56.37,392.68,0.28,67.69
02-03-2012,Central,5.83,68.68,396.34,0.13,59.58
03-03-2012,West,13.75,35.30,395.83,0.40,92.26
04-03-2012,South,19.05,56.32,397.66,0.61,45.22
05-03-2012,West,17.55,55.02,402.08,0.18,76.71
06-03-2012,South,17.11,64.62,398.20,0.39,63.66
07-03-2012,Central,14.28,68.32,401.27,0.19,74.42
08-03-2012,South,10.28,74.00,398.03,0.46,66.31
09-03-2012,East,17.46,65.94,396.24,0.23,42.53
10-03-2012,East,12.06,29.73,397.71,0.18,66.15
11-03-2012,East,24.14,36.54,399.87,0.20,69.03
12-03-2012,East,17.68,46.34,399.95,0.55,38.70
13-03-2012,West,13.08,52.94,396.36,0.37,88.33
14-03-2012,Central,12.96,86.27,397.61,0.27,68.73
15-03-2012,South,15.03,30.93,395.09,0.48,73.06
16-03-2012,South,14.44,51.06,398.48,0.28,51.01
17-03-2012,East,19.87,83.83,399.59,0.74,73.29
18-03-2012,East,16.15,52.50,397.32,0.11,78.07
19-03-2012,North,12.48,71.51,396.27,0.35,68.04
20-03-2012,Central,22.97,56.51,397.82,-0.02,64.89
21-03-2012,West,15.60,66.42,397.92,0.30,54.28
22-03-2012,South,18.48,54.29,397.42,-0.10,62.41
23-03-2012,North,12.97,76.68,397.58,0.63,58.86
24-03-2012,North,16.86,21.37,397.06,0.64,71.86
25-03-2012,South,16.65,50.92,398.82,0.64,54.80
26-03-2012,West,7.85,67.41,398.44,0.42,71.78
27-03-2012,North,23.47,73.34,395.87,0.14,54.93
28-03-2012,North,20.57,97.32,395.84,0.17,61.85
29-03-2012,Central,13.82,50.22,396.98,0.87,72.39
30-03-2012,West,11.00,96.99,398.48,0.84,56.55
31-03-2012,North,16.80,43.52,397.60,0.45,72.81
01-04-2012,West,15.76,93.22,396.43,0.26,71.64
02-04-2012,South,16.83,80.44,397.79,0.82,61.75
03-04-2012,East,16.18,37.16,396.91,0.20,78.94
04-04-2012,North,17.44,67.68,398.74,0.48,65.93
05-04-2012,Central,21.20,58.72,397.93,0.82,78.23
06-04-2012,South,17.69,75.64,396.96,0.16,86.52
07-04-2012,West,11.21,54.42,397.79,0.66,62.10
08-04-2012,South,20.86,52.32,399.43,0.57,72.74
09-04-2012,North,21.98,94.23,396.61,0.40,57.35
10-04-2012,West,28.02,57.53,398.08,0.12,52.61
11-04-2012,East,10.92,80.66,397.37,0.20,62.65
12-04-2012,South,16.39,54.37,398.13,0.50,48.65
13-04-2012,North,7.09,101.67,396.52,-0.01,53.75
14-04-2012,Central,17.63,43.04,397.67,0.46,72.10
15-04-2012,West,13.22,44.65,399.18,0.58,58.84
16-04-2012,South,23.11,98.11,396.12,0.71,73.53
17-04-2012,South,12.32,48.88,395.54,0.00,68.59
18-04-2012,East,8.66,100.03,395.61,0.81,87.21
19-04-2012,East,13.53,82.30,395.80,0.93,71.29
20-04-2012,Central,7.52,56.13,398.45,0.54,78.37
21-04-2012,Central,18.42,14.67,395.46,0.11,69.82
22-04-2012,North,7.16,59.52,397.13,0.32,68.74
23-04-2012,North,15.54,62.54,398.52,0.41,78.98
24-04-2012,Central,7.11,89.18,398.22,0.50,73.03
25-04-2012,Central,14.14,99.71,397.03,0.43,67.52
26-04-2012,West,22.00,42.88,397.90,0.51,67.47
27-04-2012,East,16.87,80.03,397.79,0.40,71.46
28-04-2012,North,11.97,79.14,397.30,0.50,56.94
29-04-2012,East,15.30,86.84,397.33,0.29,56.43
30-04-2012,East,15.50,72.47,401.00,0.32,82.10
01-05-2012,Central,17.32,11.44,398.87,0.25,87.37
02-05-2012,West,9.96,56.11,401.39,1.00,53.85
03-05-2012,South,17.80,31.11,396.93,0.87,56.97
04-05-2012,West,4.61,54.93,397.56,0.59,78.71
05-05-2012,West,12.91,84.50,395.70,0.83,71.40
06-05-2012,East,13.47,67.63,396.49,0.67,73.12
07-05-2012,West,17.96,88.70,400.57,0.48,75.76
08-05-2012,North,15.52,68.54,396.94,-0.02,62.11
09-05-2012,East,9.81,27.54,400.61,0.35,68.96
10-05-2012,North,11.49,3.02,395.88,0.33,68.03
11-05-2012,South,16.23,63.72,396.17,0.09,54.70
12-05-2012,East,15.11,54.65,397.25,-0.01,68.78
13-05-2012,South,13.12,35.58,397.67,0.58,79.85
14-05-2012,East,13.51,17.48,399.16,0.53,60.99
15-05-2012,Central,18.22,41.63,398.46,0.08,66.83
16-05-2012,West,13.36,55.14,397.17,0.21,67.48
17-05-2012,Central,15.08,76.65,397.60,0.78,61.58
18-05-2012,South,24.11,64.72,397.33,0.17,73.12
19-05-2012,West,9.74,100.20,396.45,0.49,56.84
20-05-2012,East,8.03,34.11,396.50,0.38,80.99
21-05-2012,West,18.57,82.03,399.38,0.59,72.51
22-05-2012,North,12.72,61.18,395.11,0.18,53.76
23-05-2012,West,14.16,77.37,400.28,0.46,85.38
24-05-2012,North,12.31,49.09,397.35,0.49,67.02
25-05-2012,West,14.40,86.79,396.72,0.51,56.32
26-05-2012,North,21.83,67.38,399.00,0.46,78.25
27-05-2012,South,18.65,43.01,400.12,0.54,70.94
28-05-2012,Central,18.89,59.70,399.58,1.10,43.74
29-05-2012,East,9.77,54.01,398.67,1.21,58.69
30-05-2012,West,10.84,72.23,399.55,0.25,68.35
31-05-2012,Central,4.08,30.51,395.36,-0.25,39.09
01-06-2012,East,12.20,59.27,397.16,0.62,66.02
02-06-2012,East,19.27,69.88,396.58,0.50,66.90
03-06-2012,North,17.51,60.83,399.79,0.76,50.80
04-06-2012,South,14.56,93.67,397.39,0.53,68.25
05-06-2012,South,15.35,79.35,399.24,0.46,65.09
06-06-2012,Central,12.69,59.81,398.79,0.78,50.70
07-06-2012,South,16.26,65.42,396.70,0.82,76.03
08-06-2012,West,18.51,67.39,397.12,0.03,75.05
09-06-2012,South,8.98,70.08,399.95,0.20,61.52
10-06-2012,Central,16.64,14.36,396.86,0.41,62.62
11-06-2012,South,19.18,52.46,398.22,0.48,73.72
12-06-2012,West,13.79,22.89,396.86,0.38,62.59
13-06-2012,North,18.25,91.96,397.58,0.58,41.83
14-06-2012,Central,26.71,58.48,397.99,0.75,70.84
15-06-2012,North,15.03,55.17,396.89,0.96,55.24
16-06-2012,North,17.02,82.42,396.63,0.62,60.32
17-06-2012,North,12.50,70.56,398.51,0.19,82.49
18-06-2012,East,16.17,31.78,396.83,0.41,63.39
19-06-2012,East,17.29,58.23,396.89,0.43,65.02
20-06-2012,North,16.23,51.62,396.70,0.60,71.12
21-06-2012,Central,11.37,16.39,398.00,0.57,71.06
22-06-2012,West,16.28,42.74,399.54,1.07,53.97
23-06-2012,West,21.30,55.41,400.40,0.31,64.28
24-06-2012,South,17.25,57.13,397.06,0.57,65.43
25-06-2012,Central,19.30,22.94,401.38,1.16,68.26
26-06-2012,East,14.51,88.79,396.66,0.28,68.47
27-06-2012,North,18.45,57.45,399.80,0.50,96.05
28-06-2012,South,16.57,60.94,397.10,0.17,50.89
29-06-2012,West,11.65,70.02,396.89,0.48,76.76
30-06-2012,East,16.73,40.30,397.08,0.22,79.20
01-07-2012,East,11.49,71.41,398.13,0.77,70.91
02-07-2012,North,12.93,50.82,399.09,0.50,57.20
03-07-2012,West,16.21,37.59,399.23,0.18,84.98
04-07-2012,Central,16.65,74.34,396.82,0.71,38.70
05-07-2012,East,10.70,97.29,396.76,0.51,56.80
06-07-2012,North,19.67,78.12,396.88,0.74,79.06
07-07-2012,Central,17.75,83.07,398.10,0.11,60.56
08-07-2012,West,12.64,46.98,397.96,0.57,84.16
09-07-2012,East,9.31,20.06,396.86,0.69,46.86
10-07-2012,Central,14.88,97.25,398.70,0.33,51.65
11-07-2012,Central,13.68,111.36,401.69,0.08,58.62
12-07-2012,Central,15.91,98.57,397.55,0.45,70.01
13-07-2012,East,14.01,51.61,397.67,0.83,62.34
14-07-2012,East,7.43,31.13,399.17,0.80,59.12
15-07-2012,South,13.91,33.36,397.50,0.33,82.04
16-07-2012,West,14.24,17.91,399.35,0.08,83.16
17-07-2012,North,18.00,57.32,397.28,0.33,60.03
18-07-2012,Central,12.67,100.14,401.11,0.32,44.48
19-07-2012,South,22.18,56.46,398.89,0.60,39.11
20-07-2012,North,7.82,67.56,397.45,0.43,67.87
